mun_c,mun_n,reg_c,reg_n,arr_c,dist_n,arr_n,poste_c,type_poste_c,type_poste_d,nom,prenom,sexe,sortant,parti_n,nb_electeurs_maire,nb_votes_candidat,nb_votes_rejetes,statut_candidat_d
49070,Saint-Cyrille-de-Wendover,17,Centre-du-Québec,,1,,1,C,Conseiller,Boisvert,Josée,F,Nouveau,,3581,91,6,Non élu
49070,Saint-Cyrille-de-Wendover,17,Centre-du-Québec,,1,,1,C,Conseiller,Lavigne,Pierre,M,Sortant,,3581,141,6,Élu
49070,Saint-Cyrille-de-Wendover,17,Centre-du-Québec,,2,,2,C,Conseiller,Levasseur,Stéphane,M,Nouveau,,3581,58,4,Non élu
49070,Saint-Cyrille-de-Wendover,17,Centre-du-Québec,,2,,2,C,Conseiller,Gentesse,Annie,F,Sortant,,3581,134,4,Élu
49070,Saint-Cyrille-de-Wendover,17,Centre-du-Québec,,3,,3,C,Conseiller,Pinard,Mathieu,M,Nouveau,,3581,64,3,Non élu
49070,Saint-Cyrille-de-Wendover,17,Centre-du-Québec,,3,,3,C,Conseiller,Kirouac,Claudia,F,Nouveau,,3581,266,3,Élu
49070,Saint-Cyrille-de-Wendover,17,Centre-du-Québec,,4,,4,C,Conseiller,Lauzière,Dimitri,M,Nouveau,,3581,142,12,Non élu
49070,Saint-Cyrille-de-Wendover,17,Centre-du-Québec,,4,,4,C,Conseiller,Garneau,Marthe,F,Sortant,,3581,174,12,Élu
49070,Saint-Cyrille-de-Wendover,17,Centre-du-Québec,,5,,5,C,Conseiller,Séguin Bernier,Micheline,F,Nouveau,,3581,106,3,Non élu
49070,Saint-Cyrille-de-Wendover,17,Centre-du-Québec,,5,,5,C,Conseiller,Baron,Sylvain,M,Sortant,,3581,126,3,Élu
49070,Saint-Cyrille-de-Wendover,17,Centre-du-Québec,,6,,6,C,Conseiller,Pomerleau,Guy,M,Nouveau,,3581,94,2,Non élu
49070,Saint-Cyrille-de-Wendover,17,Centre-du-Québec,,6,,6,C,Conseiller,Jacques,Sylvain,M,Sortant,,3581,131,2,Élu
49075,Notre-Dame-du-Bon-Conseil,17,Centre-du-Québec,,,,0,M,Maire,Jutras,Sylvain,M,Sortant (autre poste),,,0,,Élu sans opposition
49075,Notre-Dame-du-Bon-Conseil,17,Centre-du-Québec,,,,1,C,Conseiller,Bergeron,Marcel,M,Sortant (autre poste),,,0,,Élu sans opposition
49075,Notre-Dame-du-Bon-Conseil,17,Centre-du-Québec,,,,2,C,Conseiller,Blanchette,Manon,F,Nouveau,,,0,,Élu sans opposition
49075,Notre-Dame-du-Bon-Conseil,17,Centre-du-Québec,,,,3,C,Conseiller,Martin,Gérard,M,Sortant,,,0,,Élu sans opposition
49075,Notre-Dame-du-Bon-Conseil,17,Centre-du-Québec,,,,4,C,Conseiller,Desfossés-Cusson,Alex,M,Sortant,,,0,,Élu sans opposition
49075,Notre-Dame-du-Bon-Conseil,17,Centre-du-Québec,,,,5,C,Conseiller,Langlois,Carl,M,Nouveau,,,0,,Élu sans opposition
49075,Notre-Dame-du-Bon-Conseil,17,Centre-du-Québec,,,,6,C,Conseiller,Bournival,Guy,M,Sortant,,,0,,Élu sans opposition
49080,Notre-Dame-du-Bon-Conseil,17,Centre-du-Québec,,,,0,M,Maire,Dionne,Stéphane,M,Sortant (autre poste),,763,0,,Élu sans opposition
49080,Notre-Dame-du-Bon-Conseil,17,Centre-du-Québec,,,,1,C,Conseiller,Baril,Chantal,F,Nouveau,,763,72,4,Non élu
49080,Notre-Dame-du-Bon-Conseil,17,Centre-du-Québec,,,,1,C,Conseiller,Lupien,François,M,Nouveau,,763,217,4,Élu
49080,Notre-Dame-du-Bon-Conseil,17,Centre-du-Québec,,,,2,C,Conseiller,Dufort,Daniel,M,Sortant (autre poste),,763,0,,Élu sans opposition
49080,Notre-Dame-du-Bon-Conseil,17,Centre-du-Québec,,,,3,C,Conseiller,Landry,Marie-Lyne,F,Sortant (autre poste),,763,0,,Élu sans opposition
49080,Notre-Dame-du-Bon-Conseil,17,Centre-du-Québec,,,,4,C,Conseiller,Allard,Eric,M,Sortant,,763,0,,Élu sans opposition
49080,Notre-Dame-du-Bon-Conseil,17,Centre-du-Québec,,,,5,C,Conseiller,Landry,Maureen,F,Sortant,,763,0,,Élu sans opposition
49080,Notre-Dame-du-Bon-Conseil,17,Centre-du-Québec,,,,6,C,Conseiller,Poudrier,Karina,F,Sortant,,763,0,,Élu sans opposition
49085,Sainte-Brigitte-des-Saults,17,Centre-du-Québec,,,,0,M,Maire,Hébert,Jean-Guy,M,Sortant,,,0,,Élu sans opposition
49085,Sainte-Brigitte-des-Saults,17,Centre-du-Québec,,,,1,C,Conseiller,Gagnon,Sébastien,M,Sortant,,,0,,Élu sans opposition
49085,Sainte-Brigitte-des-Saults,17,Centre-du-Québec,,,,2,C,Conseiller,Jutras,Christian,M,Nouveau,,,0,,Élu sans opposition
49085,Sainte-Brigitte-des-Saults,17,Centre-du-Québec,,,,3,C,Conseiller,Castillo-Roy,Géronimo,M,Sortant,,,0,,Élu sans opposition
49085,Sainte-Brigitte-des-Saults,17,Centre-du-Québec,,,,4,C,Conseiller,Bilodeau,François,M,Sortant,,,0,,Élu sans opposition
49085,Sainte-Brigitte-des-Saults,17,Centre-du-Québec,,,,5,C,Conseiller,Guilbault,Jocelyne,F,Sortant,,,0,,Élu sans opposition
49085,Sainte-Brigitte-des-Saults,17,Centre-du-Québec,,,,6,C,Conseiller,Richard,Marco,M,Sortant,,,0,,Élu sans opposition
49095,Saint-Majorique-de-Grantham,17,Centre-du-Québec,,,,0,M,Maire,Boucher,Robert,M,Sortant,,1024,130,8,Non élu
49095,Saint-Majorique-de-Grantham,17,Centre-du-Québec,,,,0,M,Maire,Fréchette,Gérard,M,Nouveau,,1024,27,8,Non élu
49095,Saint-Majorique-de-Grantham,17,Centre-du-Québec,,,,0,M,Maire,Fréchette,Line,F,Sortant (autre poste),,1024,366,8,Élu
49095,Saint-Majorique-de-Grantham,17,Centre-du-Québec,,,,1,C,Conseiller,Nadeau,Daniel,M,Nouveau,,1024,0,,Élu sans opposition
49095,Saint-Majorique-de-Grantham,17,Centre-du-Québec,,,,2,C,Conseiller,Brière,Jocelyn,M,Sortant,,1024,0,,Élu sans opposition
49095,Saint-Majorique-de-Grantham,17,Centre-du-Québec,,,,3,C,Conseiller,Paul,Sylvain,M,Nouveau,,1024,111,31,Non élu
49095,Saint-Majorique-de-Grantham,17,Centre-du-Québec,,,,3,C,Conseiller,Bonin,Stéphanie,F,Nouveau,,1024,393,31,Élu
49095,Saint-Majorique-de-Grantham,17,Centre-du-Québec,,,,4,C,Conseiller,Labonté,Richard,M,Nouveau,,1024,232,30,Non élu
49095,Saint-Majorique-de-Grantham,17,Centre-du-Québec,,,,4,C,Conseiller,Jutras,Joel,M,Sortant,,1024,273,30,Élu
49095,Saint-Majorique-de-Grantham,17,Centre-du-Québec,,,,5,C,Conseiller,Marcoux,Sylvain,M,Sortant (autre poste),,1024,155,23,Non élu
49095,Saint-Majorique-de-Grantham,17,Centre-du-Québec,,,,5,C,Conseiller,Letendre,Nancy,F,Sortant,,1024,358,23,Élu
49095,Saint-Majorique-de-Grantham,17,Centre-du-Québec,,,,6,C,Conseiller,Sinclair,Marcel,M,Sortant,,1024,0,,Élu sans opposition
49100,Saint-Edmond-de-Grantham,17,Centre-du-Québec,,,,0,M,Maire,McClure,Claude,M,Sortant (autre poste),L'Équipe des bâtisseurs,590,174,8,Non élu
49100,Saint-Edmond-de-Grantham,17,Centre-du-Québec,,,,0,M,Maire,Corriveau,Robert,M,Sortant,,590,285,8,Élu
49100,Saint-Edmond-de-Grantham,17,Centre-du-Québec,,,,1,C,Conseiller,Paradis,Jean-Claude,M,Sortant,L'Équipe des bâtisseurs,590,186,6,Non élu
49100,Saint-Edmond-de-Grantham,17,Centre-du-Québec,,,,1,C,Conseiller,Kirouac,Richard,M,Nouveau,,590,275,6,Élu
49100,Saint-Edmond-de-Grantham,17,Centre-du-Québec,,,,2,C,Conseiller,Julien,Josée,F,Nouveau,L'Équipe des bâtisseurs,590,181,9,Non élu
49100,Saint-Edmond-de-Grantham,17,Centre-du-Québec,,,,2,C,Conseiller,Courchesne,Steve,M,Nouveau,,590,278,9,Élu
49100,Saint-Edmond-de-Grantham,17,Centre-du-Québec,,,,3,C,Conseiller,Camirand,Luc,M,Nouveau,L'Équipe des bâtisseurs,590,192,9,Non élu
49100,Saint-Edmond-de-Grantham,17,Centre-du-Québec,,,,3,C,Conseiller,Lafleur,Jules,M,Sortant,,590,266,9,Élu
49100,Saint-Edmond-de-Grantham,17,Centre-du-Québec,,,,4,C,Conseiller,Clair,Hugo,M,Sortant (autre poste),L'Équipe des bâtisseurs,590,189,6,Non élu
49100,Saint-Edmond-de-Grantham,17,Centre-du-Québec,,,,4,C,Conseiller,Lupien,Christian,M,Nouveau,,590,272,6,Élu
49100,Saint-Edmond-de-Grantham,17,Centre-du-Québec,,,,5,C,Conseiller,Marchand,Josée,F,Nouveau,L'Équipe des bâtisseurs,590,176,6,Non élu
49100,Saint-Edmond-de-Grantham,17,Centre-du-Québec,,,,5,C,Conseiller,Cotton,Branda,F,Nouveau,,590,284,6,Élu
49100,Saint-Edmond-de-Grantham,17,Centre-du-Québec,,,,6,C,Conseiller,Turcotte,Jean-Yves,M,Nouveau,L'Équipe des bâtisseurs,590,159,6,Non élu
49100,Saint-Edmond-de-Grantham,17,Centre-du-Québec,,,,6,C,Conseiller,Joyal,Josée,F,Nouveau,,590,302,6,Élu
49105,Saint-Eugène,17,Centre-du-Québec,,,,0,M,Maire,Roulin-Raymond,Alexandre,M,Nouveau,,927,149,6,Non élu
49105,Saint-Eugène,17,Centre-du-Québec,,,,0,M,Maire,Lacroix,Albert,M,Sortant (autre poste),,927,290,6,Élu
49105,Saint-Eugène,17,Centre-du-Québec,,,,1,C,Conseiller,Leduc,Marc Antoine,M,Sortant,,927,0,,Élu sans opposition
49105,Saint-Eugène,17,Centre-du-Québec,,,,2,C,Conseiller,Beauregard,Gilles,M,Sortant,,927,0,,Élu sans opposition
49105,Saint-Eugène,17,Centre-du-Québec,,,,3,C,Conseiller,Charbonneau,Roland,M,Nouveau,,927,0,,Élu sans opposition
49105,Saint-Eugène,17,Centre-du-Québec,,,,4,C,Conseiller,Laprade,Luc,M,Nouveau,,927,0,,Élu sans opposition
49105,Saint-Eugène,17,Centre-du-Québec,,,,5,C,Conseiller,Ménard,Réjane,F,Nouveau,,927,0,,Élu sans opposition
49105,Saint-Eugène,17,Centre-du-Québec,,,,6,C,Conseiller,Beauregard,Martin,M,Sortant (autre poste),,927,0,,Élu sans opposition
49113,Saint-Guillaume,17,Centre-du-Québec,,,,0,M,Maire,Julien,Robert,M,Nouveau,,1164,0,,Élu sans opposition
49113,Saint-Guillaume,17,Centre-du-Québec,,,,1,C,Conseiller,Belhumeur,Martin,M,Nouveau,,1164,174,2,Non élu
49113,Saint-Guillaume,17,Centre-du-Québec,,,,1,C,Conseiller,Michaud,Francis,M,Nouveau,,1164,148,2,Non élu
49113,Saint-Guillaume,17,Centre-du-Québec,,,,1,C,Conseiller,Julien,Francine,F,Sortant,,1164,178,2,Élu
49113,Saint-Guillaume,17,Centre-du-Québec,,,,2,C,Conseiller,Lemay,Christian,M,Nouveau,,1164,0,,Élu sans opposition
49113,Saint-Guillaume,17,Centre-du-Québec,,,,3,C,Conseiller,Laforce,Dominique,F,Sortant,,1164,0,,Élu sans opposition
49113,Saint-Guillaume,17,Centre-du-Québec,,,,4,C,Conseiller,Lapolice,Claude,M,Sortant,,1164,0,,Élu sans opposition
49113,Saint-Guillaume,17,Centre-du-Québec,,,,5,C,Conseiller,Chamberland,Jocelyn,M,Sortant,,1164,0,,Élu sans opposition
49113,Saint-Guillaume,17,Centre-du-Québec,,,,6,C,Conseiller,Chapdelaine,Luc,M,Sortant,,1164,0,,Élu sans opposition
49125,Saint-Bonaventure,17,Centre-du-Québec,,,,0,M,Maire,Paul-Hus,Gilles,M,Nouveau,,833,97,9,Non élu
49125,Saint-Bonaventure,17,Centre-du-Québec,,,,0,M,Maire,Lavoie,Guy,M,Sortant (autre poste),,833,453,9,Élu
49125,Saint-Bonaventure,17,Centre-du-Québec,,,,1,C,Conseiller,Forcier,Gilles,M,Sortant,,833,0,,Élu sans opposition
49125,Saint-Bonaventure,17,Centre-du-Québec,,,,2,C,Conseiller,Jean,Sylvie,F,Nouveau,,833,231,15,Non élu
49125,Saint-Bonaventure,17,Centre-du-Québec,,,,2,C,Conseiller,Paulhus,Raymond,M,Sortant,,833,313,15,Élu
49125,Saint-Bonaventure,17,Centre-du-Québec,,,,3,C,Conseiller,Boulianne,Sylvain,M,Nouveau,,833,158,15,Non élu
49125,Saint-Bonaventure,17,Centre-du-Québec,,,,3,C,Conseiller,Desmarais,Yanick,M,Nouveau,,833,139,15,Non élu
49125,Saint-Bonaventure,17,Centre-du-Québec,,,,3,C,Conseiller,Cheeney,Gabriel,M,Sortant,,833,247,15,Élu
49125,Saint-Bonaventure,17,Centre-du-Québec,,,,4,C,Conseiller,Trinque,Keven,M,Sortant,,833,0,,Élu sans opposition
49125,Saint-Bonaventure,17,Centre-du-Québec,,,,5,C,Conseiller,Pépin,Pierre,M,Nouveau,,833,0,,Élu sans opposition
49125,Saint-Bonaventure,17,Centre-du-Québec,,,,6,C,Conseiller,Belhumeur,René,M,Nouveau,,833,0,,Élu sans opposition
49130,Saint-Pie-de-Guire,17,Centre-du-Québec,,,,0,M,Maire,Bourque,Benoît,M,Sortant,,,0,,Élu sans opposition
49130,Saint-Pie-de-Guire,17,Centre-du-Québec,,,,1,C,Conseiller,Jutras,Céline,F,Nouveau,,,0,,Élu sans opposition
49130,Saint-Pie-de-Guire,17,Centre-du-Québec,,,,2,C,Conseiller,Véronneau,Louis,M,Sortant,,,0,,Élu sans opposition
49130,Saint-Pie-de-Guire,17,Centre-du-Québec,,,,3,C,Conseiller,Yergeau,Benoît,M,Sortant,,,0,,Élu sans opposition
49130,Saint-Pie-de-Guire,17,Centre-du-Québec,,,,4,C,Conseiller,Tremblay,Frédéric,M,Sortant,,,0,,Élu sans opposition
49130,Saint-Pie-de-Guire,17,Centre-du-Québec,,,,5,C,Conseiller,Martel,Georges,M,Sortant,,,0,,Élu sans opposition
49130,Saint-Pie-de-Guire,17,Centre-du-Québec,,,,6,C,Conseiller,Bussiere,Jonathan,M,Nouveau,,,0,,Élu sans opposition
50005,Sainte-Eulalie,17,Centre-du-Québec,,,,0,M,Maire,BRÛLÉ,ANDRÉE,F,Sortant (autre poste),,757,173,4,Non élu
50005,Sainte-Eulalie,17,Centre-du-Québec,,,,0,M,Maire,BÉDARD,GILLES,M,Nouveau,,757,303,4,Élu
50005,Sainte-Eulalie,17,Centre-du-Québec,,,,1,C,Conseiller,FREDETTE,STEEVE,M,Nouveau,,757,205,10,Non élu
50005,Sainte-Eulalie,17,Centre-du-Québec,,,,1,C,Conseiller,GIROUX,PATRICK,M,Nouveau,,757,265,10,Élu
50005,Sainte-Eulalie,17,Centre-du-Québec,,,,2,C,Conseiller,BERGERON,GUILLAUME,M,Nouveau,,757,0,,Élu sans opposition
50005,Sainte-Eulalie,17,Centre-du-Québec,,,,3,C,Conseiller,LAMBERT,CLAUDE,M,Nouveau,,757,164,10,Non élu
50005,Sainte-Eulalie,17,Centre-du-Québec,,,,3,C,Conseiller,HAN,ALEXANDRA,F,Nouveau,,757,306,10,Élu
50005,Sainte-Eulalie,17,Centre-du-Québec,,,,4,C,Conseiller,ROBERT,ALEXANDRE,M,Nouveau,,757,0,,Élu sans opposition
50005,Sainte-Eulalie,17,Centre-du-Québec,,,,5,C,Conseiller,FRÉCHETTE,PAULINE,F,Nouveau,,757,218,10,Non élu
50005,Sainte-Eulalie,17,Centre-du-Québec,,,,5,C,Conseiller,PARIS,LOUIS,M,Nouveau,,757,252,10,Élu
50005,Sainte-Eulalie,17,Centre-du-Québec,,,,6,C,Conseiller,KENT,SEAN,M,Nouveau,,757,197,14,Non élu
50005,Sainte-Eulalie,17,Centre-du-Québec,,,,6,C,Conseiller,COLLIN,CHARLES,M,Nouveau,,757,269,14,Élu
50013,Aston-Jonction,17,Centre-du-Québec,,,,0,M,Maire,Gosselin,Marc-André,M,Sortant (autre poste),,312,0,,Élu sans opposition
50013,Aston-Jonction,17,Centre-du-Québec,,,,1,C,Conseiller,Trudel,Gaétane,F,Nouveau,,312,0,,Élu sans opposition
50013,Aston-Jonction,17,Centre-du-Québec,,,,2,C,Conseiller,Lussier,Benoit,M,Sortant,,312,0,,Élu sans opposition
50013,Aston-Jonction,17,Centre-du-Québec,,,,3,C,Conseiller,Dionne,Jérôme,M,Sortant,,312,0,,Élu sans opposition
50013,Aston-Jonction,17,Centre-du-Québec,,,,4,C,Conseiller,Beaupré,Alexis,M,Nouveau,,312,0,,Élu sans opposition
50013,Aston-Jonction,17,Centre-du-Québec,,,,5,C,Conseiller,Picard,Carl,M,Nouveau,,312,43,2,Non élu
50013,Aston-Jonction,17,Centre-du-Québec,,,,5,C,Conseiller,De Courval,Eric,M,Nouveau,,312,84,2,Élu
50013,Aston-Jonction,17,Centre-du-Québec,,,,6,C,Conseiller,Therrien,François,M,Sortant,,312,0,,Élu sans opposition
50023,Saint-Wenceslas,17,Centre-du-Québec,,,,0,M,Maire,Deschênes,Réal,M,Sortant,,,0,,Élu sans opposition
50023,Saint-Wenceslas,17,Centre-du-Québec,,,,1,C,Conseiller,Leblanc,Léo,M,Sortant,,,0,,Élu sans opposition
50023,Saint-Wenceslas,17,Centre-du-Québec,,,,2,C,Conseiller,Lafrance Dubord,Nicole,F,Sortant,,,0,,Élu sans opposition
50023,Saint-Wenceslas,17,Centre-du-Québec,,,,3,C,Conseiller,Michaud,Robert,M,Sortant,,,0,,Élu sans opposition
50023,Saint-Wenceslas,17,Centre-du-Québec,,,,4,C,Conseiller,Lebel,Patricia,F,Sortant,,,0,,Élu sans opposition
50023,Saint-Wenceslas,17,Centre-du-Québec,,,,5,C,Conseiller,Boucher,Léo,M,Nouveau,,,0,,Élu sans opposition
50023,Saint-Wenceslas,17,Centre-du-Québec,,,,6,C,Conseiller,Tourigny,Marie-Josée,F,Sortant,,,0,,Élu sans opposition
50030,Saint-Célestin,17,Centre-du-Québec,,,,0,M,Maire,Noël,Raymond,M,Sortant,,,0,,Élu sans opposition
50030,Saint-Célestin,17,Centre-du-Québec,,,,1,C,Conseiller,Lamothe,Sylvain,M,Nouveau,,,0,,Élu sans opposition
50030,Saint-Célestin,17,Centre-du-Québec,,,,2,C,Conseiller,Parenteau,Yvon,M,Sortant,,,0,,Élu sans opposition
50030,Saint-Célestin,17,Centre-du-Québec,,,,3,C,Conseiller,Croteau,Denis,M,Sortant,,,0,,Élu sans opposition
50030,Saint-Célestin,17,Centre-du-Québec,,,,4,C,Conseiller,Arseneault,Marc,M,Sortant,,,0,,Élu sans opposition
50030,Saint-Célestin,17,Centre-du-Québec,,,,5,C,Conseiller,McMahon,Louise,F,Nouveau,,,0,,Élu sans opposition
50030,Saint-Célestin,17,Centre-du-Québec,,,,6,C,Conseiller,Lemire,Olivier,M,Nouveau,,,0,,Élu sans opposition
50035,Saint-Célestin,17,Centre-du-Québec,,,,0,M,Maire,Bergeron,Michaël,M,Sortant (autre poste),,,0,,Élu sans opposition
50035,Saint-Célestin,17,Centre-du-Québec,,,,1,C,Conseiller,Morin,Jacques,M,Sortant,,,0,,Élu sans opposition
50035,Saint-Célestin,17,Centre-du-Québec,,,,2,C,Conseiller,Proulx,Jocelyn,M,Sortant,,,0,,Élu sans opposition
50035,Saint-Célestin,17,Centre-du-Québec,,,,3,C,Conseiller,Vouligny,Daniel,M,Sortant,,,0,,Élu sans opposition
50035,Saint-Célestin,17,Centre-du-Québec,,,,4,C,Conseiller,Filion Beauchamp,Mathieu,M,Nouveau,,,0,,Élu sans opposition
50035,Saint-Célestin,17,Centre-du-Québec,,,,5,C,Conseiller,Boucher,Marco,M,Sortant,,,0,,Élu sans opposition
50035,Saint-Célestin,17,Centre-du-Québec,,,,6,C,Conseiller,Chabot,Jean-Paul,M,Sortant,,,0,,Élu sans opposition
50042,Saint-Léonard-d'Aston,17,Centre-du-Québec,,,,0,M,Maire,Doucet,Jean-Guy,M,Nouveau,Groupe des 7,,0,,Élu sans opposition
50042,Saint-Léonard-d'Aston,17,Centre-du-Québec,,1,,1,C,Conseiller,Allard,Jean,M,Nouveau,Groupe des 7,,0,,Élu sans opposition
50042,Saint-Léonard-d'Aston,17,Centre-du-Québec,,2,,2,C,Conseiller,René,Sylvie,F,Nouveau,Groupe des 7,,0,,Élu sans opposition
50042,Saint-Léonard-d'Aston,17,Centre-du-Québec,,3,,3,C,Conseiller,Doucet,René,M,Nouveau,Groupe des 7,,0,,Élu sans opposition
50042,Saint-Léonard-d'Aston,17,Centre-du-Québec,,4,,4,C,Conseiller,Labarre,Réjean,M,Nouveau,Groupe des 7,,0,,Élu sans opposition
50042,Saint-Léonard-d'Aston,17,Centre-du-Québec,,5,,5,C,Conseiller,Guévin,Jean-Claude,M,Sortant (autre poste),Groupe des 7,,0,,Élu sans opposition
50042,Saint-Léonard-d'Aston,17,Centre-du-Québec,,6,,6,C,Conseiller,Laplante,Mario,M,Sortant,Groupe des 7,,0,,Élu sans opposition
50050,Sainte-Perpétue,17,Centre-du-Québec,,,,0,M,Maire,Dupuis,Guy,M,Sortant (autre poste),,,0,,Élu sans opposition
50050,Sainte-Perpétue,17,Centre-du-Québec,,,,1,C,Conseiller,Baril,Richard,M,Nouveau,,,0,,Élu sans opposition
50050,Sainte-Perpétue,17,Centre-du-Québec,,,,2,C,Conseiller,Brodeur,François,M,Nouveau,,,0,,Élu sans opposition
50050,Sainte-Perpétue,17,Centre-du-Québec,,,,3,C,Conseiller,Lavictoire,Lucie,F,Nouveau,,,0,,Élu sans opposition
50050,Sainte-Perpétue,17,Centre-du-Québec,,,,4,C,Conseiller,Bourassa,Marie-Pier,F,Nouveau,,,0,,Élu sans opposition
50050,Sainte-Perpétue,17,Centre-du-Québec,,,,5,C,Conseiller,Pinard,François,M,Sortant,,,0,,Élu sans opposition
50050,Sainte-Perpétue,17,Centre-du-Québec,,,,6,C,Conseiller,Morissette,Pierre,M,Nouveau,,,0,,Désistement
50050,Sainte-Perpétue,17,Centre-du-Québec,,,,6,C,Conseiller,Laplante,Luc,M,Sortant,,,0,,Élu sans opposition
50057,Sainte-Monique,17,Centre-du-Québec,,,,0,M,Maire,Gendron,Denise,F,Nouveau,Les gens d'abord,,0,,Élu sans opposition
50057,Sainte-Monique,17,Centre-du-Québec,,,,1,C,Conseiller,Gervais Beaulac,Vernhar-Ladislas,M,Nouveau,Les gens d'abord,,0,,Élu sans opposition
50057,Sainte-Monique,17,Centre-du-Québec,,,,2,C,Conseiller,Chapdelaine,Nathalie,F,Nouveau,Les gens d'abord,,0,,Élu sans opposition
50057,Sainte-Monique,17,Centre-du-Québec,,,,3,C,Conseiller,Laplante,Sylvie,F,Nouveau,Les gens d'abord,,0,,Élu sans opposition
50057,Sainte-Monique,17,Centre-du-Québec,,,,4,C,Conseiller,Veilleux,Michel,M,Nouveau,Les gens d'abord,,0,,Élu sans opposition
50057,Sainte-Monique,17,Centre-du-Québec,,,,5,C,Conseiller,Lemire,Claude,M,Nouveau,Les gens d'abord,,0,,Élu sans opposition
50057,Sainte-Monique,17,Centre-du-Québec,,,,6,C,Conseiller,Montembeault,Gilles,M,Sortant,Les gens d'abord,,0,,Élu sans opposition
50065,Grand-Saint-Esprit,17,Centre-du-Québec,,,,0,M,Maire,Boudreault,Julien,M,Sortant,,,0,,Élu sans opposition
50065,Grand-Saint-Esprit,17,Centre-du-Québec,,,,1,C,Conseiller,St-Germain,Francois,M,Sortant,,,0,,Élu sans opposition
50065,Grand-Saint-Esprit,17,Centre-du-Québec,,,,2,C,Conseiller,Gras,Philippe,M,Sortant,,,0,,Élu sans opposition
50065,Grand-Saint-Esprit,17,Centre-du-Québec,,,,3,C,Conseiller,Desrochers,Pascal,M,Sortant,,,0,,Élu sans opposition
50065,Grand-Saint-Esprit,17,Centre-du-Québec,,,,4,C,Conseiller,Laroche,Sylvain,M,Nouveau,,,0,,Élu sans opposition
50065,Grand-Saint-Esprit,17,Centre-du-Québec,,,,5,C,Conseiller,Gingras,Richard,M,Sortant,,,0,,Élu sans opposition
50065,Grand-Saint-Esprit,17,Centre-du-Québec,,,,6,C,Conseiller,Bathalon,Roxanne,F,Sortant,,,0,,Élu sans opposition
50072,Nicolet,17,Centre-du-Québec,,,,0,M,Maire,Dubois,Geneviève,F,Sortant,,6705,0,,Élu sans opposition
50072,Nicolet,17,Centre-du-Québec,,,,1,C,Conseiller,Pepin-Laforge,Lisa Claude,F,Nouveau,,6705,968,,Non élu
50072,Nicolet,17,Centre-du-Québec,,,,1,C,Conseiller,Trudel,France,F,Nouveau,,6705,1171,,Élu
50072,Nicolet,17,Centre-du-Québec,,,,2,C,Conseiller,Aubin,Carolyne,F,Sortant,,6705,0,,Élu sans opposition
50072,Nicolet,17,Centre-du-Québec,,,,3,C,Conseiller,Rousseau,Jean,M,Sortant,,6705,1036,,Non élu
50072,Nicolet,17,Centre-du-Québec,,,,3,C,Conseiller,Labrecque,Luc,M,Nouveau,,6705,1122,,Élu
50072,Nicolet,17,Centre-du-Québec,,,,4,C,Conseiller,Biron,Stéphane,M,Sortant,,6705,0,,Élu sans opposition
50072,Nicolet,17,Centre-du-Québec,,,,5,C,Conseiller,Héon,Réal,M,Nouveau,,6705,480,,Non élu
50072,Nicolet,17,Centre-du-Québec,,,,5,C,Conseiller,Paradis,Michel,M,Sortant,,6705,1647,,Élu
50072,Nicolet,17,Centre-du-Québec,,,,6,C,Conseiller,Jutras,Denis,M,Sortant,,6705,0,,Élu sans opposition
50085,La Visitation-de-Yamaska,17,Centre-du-Québec,,,,0,M,Maire,LAPLANTE,SYLVAIN,M,Sortant,,,0,,Élu sans opposition
50085,La Visitation-de-Yamaska,17,Centre-du-Québec,,,,1,C,Conseiller,VOULIGNY,ALAIN,M,Sortant,,,0,,Élu sans opposition
50085,La Visitation-de-Yamaska,17,Centre-du-Québec,,,,2,C,Conseiller,DIONNE,PIERRE,M,Sortant,,,0,,Élu sans opposition
50085,La Visitation-de-Yamaska,17,Centre-du-Québec,,,,3,C,Conseiller,Jutras (Louis-Georges),Sylvain,M,Sortant,,,0,,Élu sans opposition
50085,La Visitation-de-Yamaska,17,Centre-du-Québec,,,,4,C,Conseiller,Jutras (Jude),Sylvain,M,Sortant,,,0,,Élu sans opposition
50085,La Visitation-de-Yamaska,17,Centre-du-Québec,,,,5,C,Conseiller,BOURASSA,PIERRE,M,Sortant,,,0,,Élu sans opposition
50085,La Visitation-de-Yamaska,17,Centre-du-Québec,,,,6,C,Conseiller,MAILLETTE,RÉJEAN,M,Sortant,,,0,,Élu sans opposition
50090,Saint-Zéphirin-de-Courval,17,Centre-du-Québec,,,,0,M,Maire,Lemire,Mathieu,M,Sortant,,,0,,Élu sans opposition
50090,Saint-Zéphirin-de-Courval,17,Centre-du-Québec,,,,1,C,Conseiller,Fréchette,Yvan,M,Sortant,,,0,,Élu sans opposition
50090,Saint-Zéphirin-de-Courval,17,Centre-du-Québec,,,,2,C,Conseiller,Jutras,Sylvie,F,Sortant,,,0,,Élu sans opposition
50090,Saint-Zéphirin-de-Courval,17,Centre-du-Québec,,,,3,C,Conseiller,Caron,Dany,M,Sortant,,,0,,Élu sans opposition
50090,Saint-Zéphirin-de-Courval,17,Centre-du-Québec,,,,4,C,Conseiller,Drolet,Dany,F,Nouveau,,,0,,Élu sans opposition
